term,subject,course_number,course_code_full,course_title,units,course_info,sec,class_number,section_uid,no_material_cost,reserve_capacity,class_notes_ref,type,days,time,open_seats,location,instructor,comment
Summer_2026,RGR,400,RGR 400,CRIME AND PUNISHMENT,3,GE: 3UD (UDC),01,10268,Summer_2026|RGR 400|01|10268,FALSE,\N,"1,21,309",LEC,MW,9-11:00AM,available,ONLINE-ONLY,Hopkins S,Class instruction is: Online - Mixed Meet Times.
Summer_2026,RGR,400,RGR 400,CRIME AND PUNISHMENT,3,GE: 3UD (UDC),01,\N,Summer_2026|RGR 400|01|NOCLASS|724f958e65bc6f5a,FALSE,\N,,,NA,NA,,ONLINE-ONLY,Staff,additional meeting detail
