term,subject,course_number,course_code_full,course_title,units,course_info,sec,class_number,section_uid,no_material_cost,reserve_capacity,class_notes_ref,type,days,time,open_seats,location,instructor,comment
Summer_2026,FMD,258,FMD 258,FASHION MERCH & DESIGN PRACT,3,,01,10036,Summer_2026|FMD 258|01|10036,FALSE,\N,305,LEC,NA,NA,available,ONLINE-ONLY,Mun J,Class instruction is: Asynch. Online-No Meet Times.
Summer_2026,FMD,492,FMD 492,INTERNSHIP FASHION MERCH DESN,3,,01,10032,Summer_2026|FMD 492|01|10032,FALSE,\N,305,SEM,NA,NA,available,ONLINE-ONLY,Sohn M,Class instruction is: Asynch. Online-No Meet Times.
