term,subject,course_number,course_code_full,course_title,units,course_info,sec,class_number,section_uid,no_material_cost,reserve_capacity,class_notes_ref,type,days,time,open_seats,location,instructor,comment
Summer_2026,COTA,492A,COTA 492A,COTA INTERNSHIP,3,,01,10778,Summer_2026|COTA 492A|01|10778,FALSE,\N,"305,26,10",LEC,NA,NA,available,ONLINE-ONLY,Staff,Class instruction is: Asynch. Online-No Meet Times.
Summer_2026,COTA,492A,COTA 492A,COTA INTERNSHIP,3,,02,10779,Summer_2026|COTA 492A|02|10779,FALSE,\N,305,ACT,NA,NA,available,ONLINE-ONLY,Staff,Class instruction is: Asynch. Online-No Meet Times.
