course_code_full,course_title,units,course_info,class_notes_ref,prereq_course,coreq_courses
ENV 411,Design for Sustainability,3,,,"C E 335 , MAE 330 , and CH E 433 , all with grades of “C” or better",
ENV 415,"Indoor Air Quality, Design, Construction, and Commissioning",3,,,"C E 335 and MAE 330 , both with a grade of “C” or better",
ENV 462,Solid Waste Management and Landfill Design,3,,,C E 364 with a grade of “C” or better,
ENV 463,Environmental Microbiology,3,,,"C E 364 , C E 364L , and BIOL 201 all with a grade of “C” or better",
ENV 465,Water Quality Control and Recycling,3,,,C E 364 with a grade of “C” or better,
ENV 480,Environmental Assessment Report Writing,1,,,"ENGL 100B or GE English Composition (Area 1A), C E 364 and C E 364L all with a grade of “C” or better",
ENV 490,Senior Design Projects,3,,,Completion of all 300-level and lower-division courses in the program and senior standing,
