course_code_full,course_title,units,course_info,class_notes_ref,prereq_course,coreq_courses
UHP 101,"Art, Community, Place: The LA Interchange - Honors",3,,,,One GE Foundation course
UHP 150,Exploring a Text - Honors,3,,,,Any Foundation Course (A
UHP 201,Sustainability and Technology in Los Angeles - Honors,3,,,,One Category B4 GE Foundation course
UHP 301,Politics and Policy in Los Angeles - Honors,3,,,GE Foundation and upper-division status,
UHP 401,The History of Los Angeles: Invention of a City - Honors,3,,,GE Foundation and upper-division status,
UHP 496B,Research Participation - Honors II,2,,,Consent of program director and supervising faculty,
UHP 497,Directed Studies - Honors,,,,Consent of program director and supervising faculty,
UHP 498,Senior Thesis/Project - Honors,3,,,Consent of program director and supervising faculty,
