course_code_full,course_title,units,course_info,class_notes_ref,prereq_course,coreq_courses
VIET 111,Accelerated Vietnamese for Heritage Students I,4,,,One GE Foundation course that may be taken concurrently,
VIET 211,Accelerated Vietnamese for Heritage Students II,4,,,Ability to speak and comprehend Vietnamese oral and written language at the interpersonal communicative level,
